,aircraft_code,airline_iata,airline_icao,altitude,callsign,destination_airport_iata,ground_speed,heading,icao_24bit,id,latitude,longitude,number,on_ground,origin_airport_iata,registration,squawk,time,vertical_speed,get_altitude,get_flight_level,get_ground_speed,get_heading,get_vertical_speed
130,A21N,U2,EZY,8750,EZY41ZT,HRG,321,106,4078F0,2f81a43a,51.1958,0.0121,U28865,0,LGW,G-UZMJ,N/A,1678714175,3008,8750 ft,8750 ft,321 kts,106°,3008 fpm
131,A320,U2,EZY,31000,EZY67GM,CDG,418,142,406A91,2f81a568,51.7137,-0.9819,U21931,0,MAN,G-EZWP,N/A,1678714175,0,31000 ft,310 FL,418 kts,142°,0 fpm
132,A319,U2,EZY,25000,EZY13AN,CDG,363,139,400F02,2f81a5cd,50.9354,-0.1357,U22435,0,LTN,G-EZBH,N/A,1678714177,-64,25000 ft,250 FL,363 kts,139°,-64 fpm
133,A319,U2,EZY,32975,EJU34XV,OPO,320,236,440132,2f81a6a4,43.424,-1.5965,U27481,0,BOD,OE-LQI,N/A,1678714177,0,32975 ft,329 FL,320 kts,236°,0 fpm
134,A320,U2,EZY,33000,EJU787Y,NCE,383,178,4400C8,2f81a6af,48.0974,2.7768,U21682,0,LIL,OE-IVQ,N/A,1678714177,0,33000 ft,330 FL,383 kts,178°,0 fpm
135,A320,U2,EZY,36275,EJU151B,CTA,456,150,44014A,2f81a6c7,44.3684,10.2815,U22841,0,MXP,OE-IJB,N/A,1678714176,256,36275 ft,362 FL,456 kts,150°,256 fpm
136,A319,U2,EZY,35975,EJU7568,OPO,345,263,44061D,2f81a6e8,45.4146,6.7683,U27568,0,MXP,OE-LQQ,N/A,1678714174,896,35975 ft,359 FL,345 kts,263°,896 fpm
137,A320,U2,EZY,29000,EJU369M,NCE,406,119,440248,2f81a7c3,47.2428,-0.9711,U21648,0,RNS,OE-INH,N/A,1678714176,64,29000 ft,290 FL,406 kts,119°,64 fpm
138,A320,U2,EZY,6950,EZY326,MAN,296,75,40643B,2f81a7ef,53.5787,-2.3614,U2326,0,IOM,G-EZTY,N/A,1678714177,-640,6950 ft,6950 ft,296 kts,75°,-640 fpm
139,A320,U2,EZY,17975,EZS14RY,RNS,318,300,4B1A26,2f81a7f3,46.3705,4.468,U21481,0,GVA,HB-JXM,N/A,1678714175,-64,17975 ft,179 FL,318 kts,300°,-64 fpm
140,A21N,U2,EZY,30625,EJU73PN,MRS,530,64,440611,2f81a879,39.5412,-7.2656,U27345,0,LIS,OE-ISB,N/A,1678714175,1024,30625 ft,306 FL,530 kts,64°,1024 fpm
141,A319,U2,EZY,38000,EZY9010,LGW,350,246,400E5B,2f81a87b,53.1551,8.154,U29010,0,HAM,G-EZAY,N/A,1678714176,64,38000 ft,380 FL,350 kts,246°,64 fpm
142,A319,U2,EZY,4950,EZY74BM,MAD,222,256,4010EA,2f81a8f1,51.1281,-0.3437,U28277,0,LGW,G-EZBV,N/A,1678714175,3264,4950 ft,4950 ft,222 kts,256°,3264 fpm
143,A20N,U2,EZY,32400,EZS1084,BSL,478,68,4B0274,2f81a94f,38.8473,1.2482,U21084,0,ALC,HB-AYE,N/A,1678714177,1280,32400 ft,324 FL,478 kts,68°,1280 fpm
144,A319,U2,EZY,31150,EJU2580,MXP,393,207,440D00,2f81a9c9,49.2215,13.2511,U22580,0,PRG,OE-LVH,N/A,1678714176,1536,31150 ft,311 FL,393 kts,207°,1536 fpm
145,A320,U2,EZY,34400,EZY75VK,LGW,390,308,40756F,2f81a9e4,42.7804,10.0454,U28254,0,FCO,G-EZGY,N/A,1678714177,1600,34400 ft,344 FL,390 kts,308°,1600 fpm
146,A319,U2,EZY,0,EZY8435,BSL,0,168,4010EB,2f81aac3,51.1523,-0.1681,U28435,1,LGW,G-EZBW,N/A,1678714175,0,0 ft,0 ft,0 kt,168°,0 fpm
147,A320,U2,EZY,0,EZS91UJ,BSL,0,239,4B1A23,2f81aadd,55.9425,-3.3874,U26918,1,EDI,HB-JXJ,N/A,1678714174,0,0 ft,0 ft,0 kt,239°,0 fpm
148,A320,U2,EZY,15750,EZY73YK,LGW,410,32,40622B,2f81ad85,28.5698,-14.9929,U28692,0,LPA,G-EZTT,N/A,1678714176,1792,15750 ft,157 FL,410 kts,32°,1792 fpm
149,A320,U2,EZY,15875,EZS67JR,BRI,412,101,4B1A27,2f81ae4c,47.6519,8.0945,U21055,0,BSL,HB-JXN,N/A,1678714177,2752,15875 ft,158 FL,412 kts,101°,2752 fpm
150,A319,U2,EZY,5000,EZY35PG,BER,224,41,405B64,2f81ae94,56.0086,-3.2629,U25548,0,EDI,G-EZDK,N/A,1678714175,1728,5000 ft,5000 ft,224 kts,41°,1728 fpm
151,A320,U2,EZY,0,EZY67CP,GLA,0,165,40643D,2f81aeae,49.0051,2.5605,U26884,1,CDG,G-EZUC,N/A,1678714175,0,0 ft,0 ft,0 kt,165°,0 fpm
152,A320,U2,EZY,10150,EJU42TP,AMS,290,28,4402DB,2f81af5f,28.2261,-15.2344,U27962,0,LPA,OE-ICT,N/A,1678714176,2048,10150 ft,101 FL,290 kts,28°,2048 fpm
153,A20N,U2,EZY,0,EJU47DB,AMS,4,84,440C34,2f81b05c,31.6084,-8.0521,U27950,1,RAK,OE-LSI,N/A,1678714177,0,0 ft,0 ft,4 kts,84°,0 fpm
154,A320,U2,EZY,17000,EJU45AZ,GVA,338,319,440237,2f81b07f,41.2125,13.9505,U21552,0,NAP,OE-INF,N/A,1678714177,2752,17000 ft,170 FL,338 kts,319°,2752 fpm
155,A21N,U2,EZY,0,EJU82AL,MXP,28,28,440614,2f81b0fb,32.014,34.8952,U22570,1,TLV,OE-ISC,N/A,1678714097,0,0 ft,0 ft,28 kts,28°,0 fpm
156,A320,U2,EZY,4900,EJU56WZ,MXP,299,78,44017C,2f81b1c2,41.1896,-8.5371,U27579,0,OPO,OE-IJH,N/A,1678714177,3072,4900 ft,4900 ft,299 kts,78°,3072 fpm
157,A319,U2,EZY,6550,EJU127T,TLS,194,211,440CFE,2f81b2cf,48.0301,-1.8518,U27748,0,RNS,OE-LVK,N/A,1678714175,2432,6550 ft,6550 ft,194 kts,211°,2432 fpm
158,A320,U2,EZY,1575,EZS23MQ,BSL,159,175,4B1A28,2f81b306,42.5694,21.0362,U21190,0,PRN,HB-JXO,N/A,1678714177,192,1575 ft,1575 ft,159 kts,175°,192 fpm
159,A320,N/A,EZY,0,EZY75NF,N/A,0,357,406755,2f81b40a,51.3855,-2.7114,N/A,1,BRS,G-EZWD,N/A,1678714176,0,0 ft,0 ft,0 kt,357°,0 fpm
160,A320,U2,EZY,0,EZY92UV,MAD,17,239,406C72,2f81b5a3,55.9514,-3.3625,U26995,1,EDI,G-EZWZ,N/A,1678714177,0,0 ft,0 ft,17 kts,239°,0 fpm
161,A320,U2,EZY,0,EZS27FL,LIL,2,16,4B1A37,2f81b672,46.2492,6.1272,U21471,1,GVA,HB-JYD,N/A,1678714176,0,0 ft,0 ft,2 kts,16°,0 fpm
162,A320,U2,EZY,0,EZY84HL,LGW,2,81,406D90,2f81b710,37.0182,-7.9672,U28916,1,FAO,G-EZOK,N/A,1678714176,0,0 ft,0 ft,2 kts,81°,0 fpm
163,A320,U2,EZY,10350,EJU68RD,MXP,286,339,440080,2f81b7a3,27.9408,34.1691,U22798,0,SSH,OE-IVI,N/A,1678714175,1600,10350 ft,103 FL,286 kts,339°,1600 fpm
164,A319,U2,EZY,0,EZY2438,N/A,0,112,400DAE,2f81b7d4,51.8813,-0.3761,U22438,1,LTN,G-EZAJ,N/A,1678714132,0,0 ft,0 ft,0 kt,112°,0 fpm
165,A20N,U2,EZY,0,EZY2084,LTN,0,286,40756C,2f81b839,31.9945,34.8916,U22084,1,TLV,G-UZHN,N/A,1678714169,0,0 ft,0 ft,0 kt,286°,0 fpm
