,aircraft_code,airline_iata,airline_icao,altitude,callsign,destination_airport_iata,ground_speed,heading,icao_24bit,id,latitude,longitude,number,on_ground,origin_airport_iata,registration,squawk,time,vertical_speed,get_altitude,get_flight_level,get_ground_speed,get_heading,get_vertical_speed
34,A320,U2,EZY,30725,EZY83LH,LGW,495,26,406D95,2f817681,49.8051,-1.5632,U28914,0,FAO,G-EZOP,N/A,1678714177,-1408,30725 ft,307 FL,495 kts,26°,-1408 fpm
35,A319,U2,EZY,37950,EZY81MH,LGW,373,329,405638,2f8176d0,44.2783,6.6224,U28824,0,MLA,G-EZDJ,N/A,1678714177,64,37950 ft,379 FL,373 kts,329°,64 fpm
36,A320,U2,EZY,36975,EZY75LR,ALC,392,190,407575,2f8176ea,41.1288,0.0167,U28663,0,LGW,G-EZRZ,N/A,1678714177,0,36975 ft,369 FL,392 kts,190°,0 fpm
37,A20N,U2,EZY,7925,EZY37DC,GVA,269,88,407568,2f817792,46.4764,6.3212,U28468,0,LGW,G-UZHI,N/A,1678714175,-576,7925 ft,7925 ft,269 kts,88°,-576 fpm
38,A319,U2,EZY,32950,EJU67NR,LGW,467,5,440C32,2f817880,49.7743,-1.6654,U28576,0,BCN,OE-LKV,N/A,1678714175,-576,32950 ft,329 FL,467 kts,5°,-576 fpm
39,A319,U2,EZY,36950,EZY87LD,PMI,405,168,405B66,2f8178c3,47.8477,0.7085,U28627,0,LGW,G-EZDM,N/A,1678714176,0,36950 ft,369 FL,405 kts,168°,0 fpm
40,A320,U2,EZY,3750,EJU78HN,GVA,171,225,4400B7,2f817903,46.3312,6.2461,U21458,0,OPO,OE-IZL,N/A,1678714175,-1152,3750 ft,3750 ft,171 kts,225°,-1152 fpm
41,A320,U2,EZY,37000,EJU34YP,OPO,389,214,440CA9,2f817b4c,42.9794,-7.4491,U23773,0,CDG,OE-IZN,N/A,1678714176,64,37000 ft,370 FL,389 kts,214°,64 fpm
42,A320,U2,EZY,17675,EZY47XM,INN,352,144,406754,2f817b96,47.594,10.0213,U28295,0,LGW,G-EZWC,N/A,1678714176,-1600,17675 ft,176 FL,352 kts,144°,-1600 fpm
43,A320,U2,EZY,30425,EZS14AG,GVA,384,195,4B1A1A,2f817c39,47.2525,7.5177,U21466,0,CPH,HB-JXA,N/A,1678714177,-2432,30425 ft,304 FL,384 kts,195°,-2432 fpm
44,A319,EC,EZY,0,EJU9041,LIN,0,90,44033E,2f817cad,45.4568,9.2809,EC9041,1,BER,OE-LQA,N/A,1678714132,0,0 ft,0 ft,0 kt,90°,0 fpm
45,A21N,U2,EZY,34050,EZY54EA,BRS,478,3,4075E0,2f817cf4,48.2553,-3.6765,U26006,0,FAO,G-UZMB,N/A,1678714174,0,34050 ft,340 FL,478 kts,3°,0 fpm
46,A320,U2,EZY,8000,EZY65KJ,LGW,200,278,40622D,2f817d3f,50.9335,0.2316,U28483,0,GVA,G-EZTV,N/A,1678714175,0,8000 ft,8000 ft,200 kts,278°,0 fpm
47,A20N,U2,EZY,36975,EZY9LT,TLV,482,129,40757F,2f817d48,46.6226,14.7924,U22085,0,LTN,G-UZHP,N/A,1678714177,128,36975 ft,369 FL,482 kts,129°,128 fpm
48,A20N,U2,EZY,38050,EZS1192,BSL,427,319,4B0281,2f817d70,37.8552,26.3433,U21192,0,TLV,HB-AYR,N/A,1678714177,0,38050 ft,380 FL,427 kts,319°,0 fpm
49,A20N,U2,EZY,38025,EZY6805,LPA,447,182,4073A1,2f817d9f,45.0972,-9.0011,U26805,0,GLA,G-UZHD,N/A,1678714176,64,38025 ft,380 FL,447 kts,182°,64 fpm
50,A20N,U2,EZY,0,EZY86CU,BRS,0,227,40756D,2f817dc4,32.6934,-16.7779,U26246,1,FNC,G-UZHO,N/A,1678714173,0,0 ft,0 ft,0 kt,227°,0 fpm
51,A320,EC,EZY,38975,EJU9072,TLV,453,149,44023F,2f817dd6,43.6433,22.2661,EC9072,0,BER,OE-ICD,N/A,1678714175,0,38975 ft,389 FL,453 kts,149°,0 fpm
52,A20N,U2,EZY,36000,EZS1526,GVA,433,302,4B027C,2f817e34,36.6526,25.4987,U21526,0,TLV,HB-AYM,N/A,1678714175,0,36000 ft,360 FL,433 kts,302°,0 fpm
53,A320,U2,EZY,2425,EZY48CP,BRS,127,267,406FDA,2f817f3b,51.3867,-2.6143,U26142,0,TLS,G-EZPD,N/A,1678714175,-640,2425 ft,2425 ft,127 kts,267°,-640 fpm
54,A320,U2,EZY,37025,EJU56NJ,MXP,448,145,44015A,2f817f52,49.7253,6.1218,U22684,0,EDI,OE-IJD,N/A,1678714174,0,37025 ft,370 FL,448 kts,145°,0 fpm
55,A320,U2,EZY,35000,EJU81BZ,FCO,442,166,440037,2f817ff1,43.8713,11.7879,U27975,0,AMS,OE-IJR,N/A,1678714176,0,35000 ft,350 FL,442 kts,166°,0 fpm
56,A320,U2,EZY,23200,EZY72WY,BRS,372,176,40756E,2f818035,52.5247,-2.9523,U2424,0,EDI,G-EZGX,N/A,1678714176,-2240,23200 ft,232 FL,372 kts,176°,-2240 fpm
57,A319,U2,EZY,23000,EZY86JA,AMS,406,44,400EFF,2f818060,51.8391,0.9009,U28875,0,LGW,G-EZBE,N/A,1678714176,0,23000 ft,230 FL,406 kts,44°,0 fpm
58,A319,U2,EZY,6100,EJU13RD,AMS,276,35,440589,2f81808d,52.3715,4.7481,U22725,0,MXP,OE-LQM,N/A,1678714177,-1024,6100 ft,6100 ft,276 kts,35°,-1024 fpm
59,A320,U2,EZY,24875,EZY91ZJ,GVA,470,122,406B91,2f8181f2,46.8742,4.7085,U21949,0,MAN,G-EZWY,N/A,1678714177,-1088,24875 ft,248 FL,470 kts,122°,-1088 fpm
60,A320,U2,EZY,34025,EZY79PZ,LGW,397,317,406229,2f818230,43.0515,15.8835,U26406,0,ATH,G-EZTR,N/A,1678714176,128,34025 ft,340 FL,397 kts,317°,128 fpm
61,A320,U2,EZY,7925,EJU49PE,MXP,296,352,4400EB,2f818242,45.1647,8.8419,U22868,0,SUF,OE-IVT,N/A,1678714177,-2560,7925 ft,7925 ft,296 kts,352°,-2560 fpm
62,A320,U2,EZY,36000,EZY13QE,LGW,486,21,406D8E,2f818283,47.364,-3.0764,U28176,0,SVQ,G-EZOI,N/A,1678714175,0,36000 ft,360 FL,486 kts,21°,0 fpm
63,A320,U2,EZY,27900,EZY2483,VCE,428,152,406FDB,2f818302,46.3176,10.853,U22483,0,LTN,G-EZPE,N/A,1678714175,-1024,27900 ft,279 FL,428 kts,152°,-1024 fpm
64,A320,U2,EZY,38050,EZY62JH,EDI,456,330,406E66,2f8184c4,53.4739,-1.3741,U26906,0,GVA,G-EZOU,N/A,1678714175,0,38050 ft,380 FL,456 kts,330°,0 fpm
65,A320,U2,EZY,3375,EJU17UQ,ORY,269,59,4408A2,2f8185e3,48.6339,2.5459,U24298,0,LIN,OE-IJS,N/A,1678714174,-64,3375 ft,3375 ft,269 kts,59°,-64 fpm
66,A320,U2,EZY,25225,EJU57ML,LYS,438,58,440175,2f8187de,44.7508,3.6289,U24444,0,OPO,OE-IJO,N/A,1678714177,-896,25225 ft,252 FL,438 kts,58°,-896 fpm
67,A20N,U2,EZY,36050,EJU7934,AMS,442,317,440C33,2f818813,36.3912,28.024,U27934,0,TLV,OE-LSK,N/A,1678714175,-64,36050 ft,360 FL,442 kts,317°,-64 fpm
68,A320,EC,EZY,39000,EJU9053,PMI,362,206,440395,2f818847,46.7865,6.8952,EC9053,0,BER,OE-IZO,N/A,1678714176,0,39000 ft,390 FL,362 kts,206°,0 fpm
69,A320,U2,EZY,35000,EJU2957,RMF,469,139,440A8F,2f81894d,41.9009,18.5962,U22957,0,MXP,OE-IZB,N/A,1678714176,0,35000 ft,350 FL,469 kts,139°,0 fpm
70,A20N,U2,EZY,36975,EZY68WH,ACE,402,202,407569,2f81899e,46.2925,-4.574,U22025,0,LTN,G-UZHJ,N/A,1678714174,0,36975 ft,369 FL,402 kts,202°,0 fpm
71,A21N,U2,EZY,34975,EZY74WU,LGW,461,149,407667,2f8189c3,59.9319,-8.5992,U28504,0,KEF,G-UZMD,N/A,1678714176,-64,34975 ft,349 FL,461 kts,149°,-64 fpm
72,A20N,U2,EZY,37000,EJU61FN,RAK,368,228,440CBE,2f818a4f,41.1756,1.9133,U22591,0,MXP,OE-LSN,N/A,1678714176,0,37000 ft,370 FL,368 kts,228°,0 fpm
73,A320,U2,EZY,36975,EJU3819,NAP,476,126,4401DC,2f818a7a,43.3087,11.1103,U23819,0,CDG,OE-IZQ,N/A,1678714175,0,36975 ft,369 FL,476 kts,126°,0 fpm
74,A320,U2,EZY,37025,EZS76XP,LIS,331,240,4B1A67,2f818bd2,43.3836,-0.7248,U21443,0,GVA,HB-JZZ,N/A,1678714174,64,37025 ft,370 FL,331 kts,240°,64 fpm
75,A319,U2,EZY,38025,EZY57YB,LGW,463,31,406133,2f818c41,39.5421,-11.3548,U28136,0,FNC,G-EZFR,N/A,1678714174,-64,38025 ft,380 FL,463 kts,31°,-64 fpm
76,A320,U2,EZY,22475,EZY479C,BFS,340,219,40666A,2f818c9c,55.6172,-4.1111,U2484,0,EDI,G-EZUP,N/A,1678714175,1920,22475 ft,224 FL,340 kts,219°,1920 fpm
77,A20N,U2,EZY,36975,EZS65VR,PRN,477,118,4B0280,2f818cab,43.3691,15.5817,U21485,0,GVA,HB-AYQ,N/A,1678714175,64,36975 ft,369 FL,477 kts,118°,64 fpm
78,A320,U2,EZY,31925,EJU62LG,PSA,450,152,4401F7,2f818d08,45.123,9.6505,U24213,0,ORY,OE-INE,N/A,1678714176,-1088,31925 ft,319 FL,450 kts,152°,-1088 fpm
79,A20N,U2,EZY,17150,EJU79NU,AMS,288,237,440C38,2f818d62,55.4163,12.1485,U27922,0,CPH,OE-LSJ,N/A,1678714177,2240,17150 ft,171 FL,288 kts,237°,2240 fpm
80,A319,U2,EZY,3300,EJU97UB,PRG,130,245,440732,2f818d9a,50.157,14.4105,U27905,0,AMS,OE-LQE,N/A,1678714175,-896,3300 ft,3300 ft,130 kts,245°,-896 fpm
81,A20N,U2,EZY,38000,EZS6824,GLA,456,328,4B027E,2f818e00,51.989,0.1811,U26824,0,GVA,HB-AYO,N/A,1678714177,64,38000 ft,380 FL,456 kts,328°,64 fpm
82,A20N,U2,EZY,36025,EZY43AC,TFS,449,191,407797,2f818ec8,49.0136,-8.8759,U27169,0,LPL,G-UZLF,N/A,1678714176,-64,36025 ft,360 FL,449 kts,191°,-64 fpm
83,A320,U2,EZY,5900,EZY35DF,MAN,243,4,406668,2f818f23,53.384,-1.8622,U21924,0,CDG,G-EZUN,N/A,1678714177,-128,5900 ft,5900 ft,243 kts,4°,-128 fpm
84,A320,U2,EZY,37025,EZS27UJ,SKP,472,112,4B1A24,2f819048,44.6544,14.242,U21567,0,GVA,HB-JXK,N/A,1678714176,64,37025 ft,370 FL,472 kts,112°,64 fpm
85,A20N,U2,EZY,35025,EZY83BZ,HRG,483,117,407A06,2f8190b7,52.329,3.9636,U21885,0,MAN,G-UZLM,N/A,1678714177,0,35025 ft,350 FL,483 kts,117°,0 fpm
86,A320,U2,EZY,30000,EZS6192,BRS,411,321,4B1A2B,2f819127,51.0364,0.4122,U26192,0,GVA,HB-JXR,N/A,1678714175,0,30000 ft,300 FL,411 kts,321°,0 fpm
87,A319,U2,EZY,37000,EZY1863,VCE,471,120,4010EC,2f819202,51.0826,6.5991,U21863,0,MAN,G-EZBX,N/A,1678714176,64,37000 ft,370 FL,471 kts,120°,64 fpm
88,A320,U2,EZY,32950,EJU39KQ,TFS,373,231,44083F,2f819270,42.4624,3.9892,U22587,0,MXP,OE-IVV,N/A,1678714175,0,32950 ft,329 FL,373 kts,231°,0 fpm
89,A320,U2,EZY,39025,EJU71BC,NAP,490,124,4402AE,2f8192ac,42.5025,12.3756,U21553,0,GVA,OE-IVZ,N/A,1678714177,-64,39025 ft,390 FL,490 kts,124°,-64 fpm
90,A320,U2,EZY,30025,EZS59XF,BSL,403,344,4B1A29,2f8192e0,46.3365,8.9808,U24921,0,FCO,HB-JXP,N/A,1678714176,0,30025 ft,300 FL,403 kts,344°,0 fpm
91,A320,U2,EZY,34025,EZY81FZ,LGW,407,322,40690A,2f81931a,48.7685,3.2311,U28380,0,TRN,G-EZWI,N/A,1678714174,0,34025 ft,340 FL,407 kts,322°,0 fpm
92,A320,U2,EZY,6250,EJU72JQ,LPL,284,342,44028C,2f819388,49.0601,2.3756,U27046,0,CDG,OE-INI,N/A,1678714174,2880,6250 ft,6250 ft,284 kts,342°,2880 fpm
93,A320,U2,EZY,36050,EZY71TU,MAN,386,319,406B90,2f819420,40.4736,18.9056,U21942,0,ATH,G-EZWX,N/A,1678714176,0,36050 ft,360 FL,386 kts,319°,0 fpm
94,A320,U2,EZY,13775,EJU59AE,BCN,222,204,440713,2f8194f1,41.5592,2.9689,U21697,0,NCE,OE-IJE,N/A,1678714175,-1280,13775 ft,137 FL,222 kts,204°,-1280 fpm
95,A20N,U2,EZY,38975,EZY13XD,NCE,440,154,407688,2f8194fe,47.6486,2.1309,U26113,0,BRS,G-UZHT,N/A,1678714177,0,38975 ft,389 FL,440 kts,154°,0 fpm
96,A319,U2,EZY,38025,EZY89ED,LGW,376,278,400FE0,2f819566,51.2741,13.2318,U28512,0,KRK,G-EZBO,N/A,1678714174,0,38025 ft,380 FL,376 kts,278°,0 fpm
97,A320,U2,EZY,37000,EJU7585,FNC,378,217,4401FA,2f8195ad,37.7881,-12.2712,U27585,0,OPO,OE-IVW,N/A,1678714176,0,37000 ft,370 FL,378 kts,217°,0 fpm
98,A320,U2,EZY,35050,EZY51KJ,NCE,402,153,406C71,2f81962b,48.4637,1.7361,U22119,0,LTN,G-EZOA,N/A,1678714174,0,35050 ft,350 FL,402 kts,153°,0 fpm
99,A320,U2,EZY,37000,EJU69MF,OPO,352,260,440051,2f81966d,43.2548,1.8815,U21611,0,NCE,OE-IVD,N/A,1678714175,0,37000 ft,370 FL,352 kts,260°,0 fpm
100,A320,U2,EZY,27225,EJU73TM,BOD,306,254,440036,2f819741,45.5871,1.1261,U21375,0,GVA,OE-ICP,N/A,1678714177,-960,27225 ft,272 FL,306 kts,254°,-960 fpm
101,A20N,U2,EZY,35025,EZY3AV,TLV,484,117,4072C7,2f8197e0,52.6236,3.1108,U21827,0,MAN,G-UZHA,N/A,1678714176,-128,35025 ft,350 FL,484 kts,117°,-128 fpm
102,A319,U2,EZY,38000,EZY79BA,BFS,400,281,40653D,2f8197ec,53.5218,0.1926,U26772,0,AMS,G-EZGN,N/A,1678714176,0,38000 ft,380 FL,400 kts,281°,0 fpm
103,A319,U2,EZY,14025,EZY959H,EDI,346,332,400FDB,2f819890,55.303,-3.1949,U215,0,LTN,G-EZBJ,N/A,1678714175,-2048,14025 ft,140 FL,346 kts,332°,-2048 fpm
104,A320,U2,EZY,27025,EZS64LX,GVA,348,157,4B1A1D,2f81990e,47.7612,3.2508,U26395,0,BOH,HB-JXD,N/A,1678714175,-192,27025 ft,270 FL,348 kts,157°,-192 fpm
105,A320,U2,EZY,35975,EZY8945,LGW,400,336,406A95,2f819978,41.2137,8.7783,U28945,0,NBE,G-EZWU,N/A,1678714175,0,35975 ft,359 FL,400 kts,336°,0 fpm
106,A21N,U2,EZY,34025,EZY63CZ,LGW,472,26,407666,2f819987,35.0325,-6.7173,U28894,0,RAK,G-UZMC,N/A,1678714177,0,34025 ft,340 FL,472 kts,26°,0 fpm
107,A20N,U2,EZY,4550,EZY879E,BFS,183,279,4074B6,2f8199c1,54.7281,-5.8833,U2443,0,BRS,G-UZHF,N/A,1678714175,-640,4550 ft,4550 ft,183 kts,279°,-640 fpm
108,A320,U2,EZY,15800,EJU564G,ORY,412,18,4403BB,2f819aaf,48.0323,1.3731,U24026,0,TLS,OE-ICB,N/A,1678714176,-2560,15800 ft,158 FL,412 kts,18°,-2560 fpm
109,A20N,U2,EZY,36025,EZY76DC,BRS,483,32,4072C8,2f819b02,32.8378,-11.4666,U26194,0,ACE,G-UZHB,N/A,1678714175,0,36025 ft,360 FL,483 kts,32°,0 fpm
110,A319,U2,EZY,36000,EZY53EN,LGW,402,298,406319,2f819b1d,42.9536,20.0089,U28092,0,SKG,G-EZFU,N/A,1678714176,-64,36000 ft,360 FL,402 kts,298°,-64 fpm
111,A319,U2,EZY,36000,EJU12PY,LGW,414,322,44039E,2f819b25,47.6614,4.7032,U28192,0,MXP,OE-LKI,N/A,1678714176,0,36000 ft,360 FL,414 kts,322°,0 fpm
112,A320,U2,EZY,29000,EJU54QY,LYS,382,142,440195,2f819b33,49.4779,1.2385,U28417,0,LGW,OE-IZG,N/A,1678714175,0,29000 ft,290 FL,382 kts,142°,0 fpm
113,A319,U2,EZY,37025,EJU468R,PMO,457,164,440C36,2f819be9,42.4756,10.9726,U22807,0,MXP,OE-LKX,N/A,1678714176,0,37025 ft,370 FL,457 kts,164°,0 fpm
114,A319,U2,EZY,28000,EZY17RZ,IOM,422,329,406445,2f819c3c,52.4563,-0.9837,U2853,0,LGW,G-EZGH,N/A,1678714177,0,28000 ft,280 FL,422 kts,329°,0 fpm
115,A20N,U2,EZY,31000,EZS2069,GVA,363,140,4B027F,2f819ca9,49.771,0.9779,U22069,0,LTN,HB-AYP,N/A,1678714176,0,31000 ft,310 FL,363 kts,140°,0 fpm
116,A319,U2,EZY,0,EZY94LP,AMS,0,115,406442,2f819cbb,51.8766,-0.3711,U22153,1,LTN,G-EZGE,N/A,1678714173,0,0 ft,0 ft,0 kt,115°,0 fpm
117,A20N,U2,EZY,36025,EZY78GC,LGW,442,318,40768B,2f819cd8,37.6511,27.747,U28454,0,PFO,G-UZHW,N/A,1678714176,0,36025 ft,360 FL,442 kts,318°,0 fpm
118,A319,U2,EZY,38050,EZY53DP,LPL,414,334,400CD8,2f819ddb,42.875,0.7649,U27144,0,PMI,G-EZIY,N/A,1678714176,64,38050 ft,380 FL,414 kts,334°,64 fpm
119,A20N,U2,EZY,0,EZY9988,EDI,39,2,407959,2f819ed4,28.4344,-13.8644,U29988,1,FUE,G-UZLK,N/A,1678714177,0,0 ft,0 ft,39 kts,2°,0 fpm
120,A319,U2,EZY,38050,EJU38XM,NTE,486,36,4406F0,2f819eda,43.7749,-6.7699,U27591,0,OPO,OE-LQU,N/A,1678714177,0,38050 ft,380 FL,486 kts,36°,0 fpm
121,A320,U2,EZY,36000,EJU37VH,MXP,456,135,4409C0,2f819eef,46.197,6.1393,U22784,0,CDG,OE-IVA,N/A,1678714176,0,36000 ft,360 FL,456 kts,135°,0 fpm
122,A20N,U2,EZY,14475,EZY269J,BFS,296,309,407796,2f819fbb,54.3587,-5.1414,U2132,0,MAN,G-UZLD,N/A,1678714176,-1664,14475 ft,144 FL,296 kts,309°,-1664 fpm
123,A319,U2,EZY,9150,EJU378N,TLS,307,143,4403F0,2f81a05f,44.0346,0.9396,U23656,0,NTE,OE-LQF,N/A,1678714176,-960,9150 ft,9150 ft,307 kts,143°,-960 fpm
124,A320,U2,EZY,37000,EZY25UB,MUC,476,103,405F12,2f81a0bc,52.9679,1.4615,U21887,0,MAN,G-EZTB,N/A,1678714177,64,37000 ft,370 FL,476 kts,103°,64 fpm
125,A320,U2,EZY,0,EJU13HZ,CDG,0,227,440219,2f81a111,45.5064,12.3411,U23792,1,VCE,OE-IZJ,N/A,1678714173,0,0 ft,0 ft,0 kt,227°,0 fpm
126,A319,U2,EZY,21000,EZY573X,ABZ,378,333,400FE3,2f81a142,51.5826,0.0374,U2871,0,LGW,G-EZBT,N/A,1678714176,128,21000 ft,210 FL,378 kts,333°,128 fpm
127,A319,U2,EZY,35975,EJU53ZC,LYS,385,312,440171,2f81a257,43.1172,11.5981,U24827,0,NAP,OE-LQW,N/A,1678714176,0,35975 ft,359 FL,385 kts,312°,0 fpm
128,A20N,U2,EZY,38000,EZY82VA,LTN,463,14,4073A0,2f81a2c6,30.5511,-15.5207,U22038,0,TFS,G-UZHC,N/A,1678714177,0,38000 ft,380 FL,463 kts,14°,0 fpm
129,A320,U2,EZY,37000,EZS12XM,PMI,395,187,4B1A5F,2f81a373,45.9931,5.9222,U21057,0,BSL,HB-JZR,N/A,1678714176,0,37000 ft,370 FL,395 kts,187°,0 fpm
