,aircraft_code,airline_iata,airline_icao,altitude,callsign,destination_airport_iata,ground_speed,heading,icao_24bit,id,latitude,longitude,number,on_ground,origin_airport_iata,registration,squawk,time,vertical_speed,get_altitude,get_flight_level,get_ground_speed,get_heading,get_vertical_speed
10,A320,U2,EZY,36975,EJU63LF,FNC,396,228,440380,2f7ec531,34.5796,-14.3541,U22817,0,MXP,OE-IZP,N/A,1678635117,0,36975 ft,369 FL,396 kts,228°,0 fpm
11,A20N,U2,EZY,37050,EZY9902,MAN,496,36,4074B8,2f7ec83d,52.8796,-6.3202,U29902,0,TFS,G-UZHH,N/A,1678635123,0,37050 ft,370 FL,496 kts,36°,0 fpm
12,A320,EC,EZY,36000,EJU9924,BER,463,23,440395,2f7eca06,43.9548,-4.2183,EC9924,0,FUE,OE-IZO,N/A,1678635122,0,36000 ft,360 FL,463 kts,23°,0 fpm
13,A20N,DS,EZY,37425,EZS9226,BSL,464,48,4B0274,2f7ecb62,47.1329,-0.2939,DS9226,0,TFS,HB-AYE,N/A,1678635122,-960,37425 ft,374 FL,464 kts,48°,-960 fpm
14,A20N,U2,EZY,38000,EJU92TN,AMS,456,37,440C34,2f7ecd0a,46.4697,-1.7579,U27942,0,TFS,OE-LSI,N/A,1678635124,0,38000 ft,380 FL,456 kts,37°,0 fpm
15,A320,U2,EZY,36975,EZS59LA,OPO,398,244,4B1A29,2f7ecdcf,42.9568,-1.4634,U21455,0,GVA,HB-JXP,N/A,1678635124,0,36975 ft,369 FL,398 kts,244°,0 fpm
16,A320,U2,EZY,35975,EZY94NR,MAN,358,306,40666D,2f7ecfbe,48.2897,10.5261,U21822,0,AYT,G-EZUT,N/A,1678635122,0,35975 ft,359 FL,358 kts,306°,0 fpm
17,A320,U2,EZY,36025,EJU3738,CDG,406,294,4400E3,2f7ed07a,44.2152,16.3503,U23738,0,TLV,OE-IVS,N/A,1678635122,0,36025 ft,360 FL,406 kts,294°,0 fpm
18,A20N,U2,EZY,37025,EJU81PV,MXP,512,172,440C35,2f7ed0e3,50.7962,7.5365,U22934,0,KEF,OE-LSA,N/A,1678635123,0,37025 ft,370 FL,512 kts,172°,0 fpm
19,A20N,U2,EZY,0,EJU13MK,MXP,0,275,440CBF,2f7ed148,45.6263,8.7159,U22714,1,LIS,OE-LSO,N/A,1678635119,0,0 ft,0 ft,0 kt,275°,0 fpm
20,A320,U2,EZY,36025,EZY68HL,LTN,406,300,406FDB,2f7ed248,45.0652,19.0141,U22134,0,PFO,G-EZPE,N/A,1678635124,0,36025 ft,360 FL,406 kts,300°,0 fpm
21,A20N,U2,EZY,37025,EZY83BZ,HRG,492,141,407A06,2f7ed3a5,38.4199,23.1294,U21885,0,MAN,G-UZLM,N/A,1678635122,0,37025 ft,370 FL,492 kts,141°,0 fpm
22,A21N,U2,EZY,36025,EJU2958,MXP,428,297,440612,2f7ed4f0,43.5807,18.3584,U22958,0,RMF,OE-ISE,N/A,1678635122,64,36025 ft,360 FL,428 kts,297°,64 fpm
23,A21N,U2,EZY,37000,EZY9682,LGW,507,67,40768D,2f7ed619,49.7569,-6.574,U29682,0,ACE,G-UZMF,N/A,1678635121,-64,37000 ft,370 FL,507 kts,67°,-64 fpm
24,A21N,U2,EZY,36025,EZY34MD,BRS,477,23,4075E0,2f7ed762,48.642,-4.6756,U26096,0,TFS,G-UZMB,N/A,1678635123,0,36025 ft,360 FL,477 kts,23°,0 fpm
25,A20N,DS,EZY,36050,EZS9250,BSL,479,46,4B027D,2f7ed891,46.099,-1.7532,DS9250,0,ACE,HB-AYN,N/A,1678635122,0,36050 ft,360 FL,479 kts,46°,0 fpm
26,A320,U2,EZY,36000,EZS1192,BSL,410,310,4B1A67,2f7ed8be,43.5973,19.1365,U21192,0,TLV,HB-JZZ,N/A,1678635123,0,36000 ft,360 FL,410 kts,310°,0 fpm
27,A320,U2,EZY,37000,EZY87NG,AYT,482,129,407573,2f7ed986,41.0338,23.1,U22185,0,LTN,G-EZRX,N/A,1678635122,128,37000 ft,370 FL,482 kts,129°,128 fpm
28,A20N,U2,EZY,38000,EZY82VA,LTN,464,32,40757F,2f7ed9d9,46.5809,-4.1193,U22038,0,TFS,G-UZHP,N/A,1678635122,-64,38000 ft,380 FL,464 kts,32°,-64 fpm
29,A20N,U2,EZY,38000,EZY72UC,LGW,476,36,4074B5,2f7edcba,46.9043,-4.805,U28536,0,FUE,G-UZHE,N/A,1678635123,0,38000 ft,380 FL,476 kts,36°,0 fpm
30,A20N,U2,EZY,38000,EZY6228,BRS,385,312,407688,2f7ede4e,47.4008,10.7713,U26228,0,RHO,G-UZHT,N/A,1678635122,0,38000 ft,380 FL,385 kts,312°,0 fpm
31,A20N,U2,EZY,36025,EZY17MN,LTN,417,309,40756C,2f7ee225,44.7745,17.1778,U22218,0,LCA,G-UZHN,N/A,1678635122,0,36025 ft,360 FL,417 kts,309°,0 fpm
32,A20N,U2,EZY,37025,EZY79ZR,MAN,470,359,407689,2f7ee363,46.2641,-9.4803,U21902,0,TFS,G-UZHU,N/A,1678635122,0,37025 ft,370 FL,470 kts,359°,0 fpm
33,A20N,U2,EZY,36975,EZY96RA,FUE,400,185,407959,2f7ee55a,41.8939,-8.6439,U26987,0,EDI,G-UZLK,N/A,1678635122,64,36975 ft,369 FL,400 kts,185°,64 fpm
34,A320,U2,EZY,0,EZS78UM,BHX,0,146,4B1A1E,2f7ee64f,52.4547,-1.7335,U21493,1,GVA,HB-JXE,N/A,1678635123,0,0 ft,0 ft,0 kt,146°,0 fpm
35,A319,U2,EZY,38025,EZY97DX,LGW,458,36,406133,2f7ee6d3,47.8883,-3.7079,U28150,0,AGA,G-EZFR,N/A,1678635122,64,38025 ft,380 FL,458 kts,36°,64 fpm
36,A320,U2,EZY,20950,EZY26DC,LYS,451,140,4074B2,2f7ee8c8,46.6189,3.8246,U22425,0,LTN,G-EZRT,N/A,1678635122,-2048,20950 ft,209 FL,451 kts,140°,-2048 fpm
37,A20N,U2,EZY,36975,EZY8817,TLV,488,128,40768A,2f7eeb59,42.3355,20.9429,U28817,0,LGW,G-UZHV,N/A,1678635121,0,36975 ft,369 FL,488 kts,128°,0 fpm
38,A20N,U2,EZY,36000,EZY68QA,LGW,413,308,40768B,2f7eec8c,45.1024,16.6189,U28840,0,AYT,G-UZHW,N/A,1678635122,0,36000 ft,360 FL,413 kts,308°,0 fpm
39,A320,U2,EZY,18125,EZS76XP,LIS,350,244,4B1A65,2f7eede5,38.9051,-8.0388,U21443,0,GVA,HB-JZX,N/A,1678635123,-1152,18125 ft,181 FL,350 kts,244°,-1152 fpm
40,A20N,U2,EZY,37975,EZY56DV,LPL,472,6,407797,2f7eef47,40.9807,-10.2282,U27154,0,ACE,G-UZLF,N/A,1678635124,0,37975 ft,379 FL,472 kts,6°,0 fpm
41,A320,U2,EZY,35975,EJU12HB,BER,384,17,44023F,2f7ef4f3,48.5679,12.2858,U25694,0,CTA,OE-ICD,N/A,1678635123,0,35975 ft,359 FL,384 kts,17°,0 fpm
42,A320,U2,EZY,34000,EJU81MA,BER,473,31,4402F2,2f7ef6e1,40.8106,-6.434,U25932,0,LPA,OE-IZE,N/A,1678635122,-64,34000 ft,340 FL,473 kts,31°,-64 fpm
43,A20N,U2,EZY,37975,EZY75DT,BFS,338,305,407569,2f7ef700,52.5357,-0.1682,U26742,0,GVA,G-UZHJ,N/A,1678635124,0,37975 ft,379 FL,338 kts,305°,0 fpm
44,A20N,U2,EZY,1075,EZY73ZU,LTN,122,254,4072C8,2f7ef7cb,51.881,-0.3318,U22116,0,SZG,G-UZHB,N/A,1678635121,-640,1075 ft,1075 ft,122 kts,254°,-640 fpm
45,A319,U2,EZY,38000,EZY63PR,LGW,417,9,406540,2f7ef831,48.3803,-2.0505,U28606,0,AGP,G-EZGR,N/A,1678635121,0,38000 ft,380 FL,417 kts,9°,0 fpm
46,A320,U2,EZY,15050,EZY2097,OPO,302,233,40690D,2f7ef8ca,41.8974,-8.0876,U22097,0,LTN,G-EZWL,N/A,1678635122,-1664,15050 ft,150 FL,302 kts,233°,-1664 fpm
47,A320,U2,EZY,8900,EZS18TE,BSL,264,269,4B1A5F,2f7ef929,47.8266,7.7133,U21188,0,PRN,HB-JZR,N/A,1678635123,-1728,8900 ft,8900 ft,264 kts,269°,-1728 fpm
48,A20N,U2,EZY,37025,EZY76TF,ALC,453,188,4073A1,2f7efb3b,42.9724,0.6129,U26877,0,GLA,G-UZHD,N/A,1678635122,0,37025 ft,370 FL,453 kts,188°,0 fpm
49,A320,U2,EZY,5825,EZY8300,LGW,164,298,406673,2f7efc35,51.1762,0.2227,U28300,0,INN,G-EZUZ,N/A,1678635122,-1216,5825 ft,5825 ft,164 kts,298°,-1216 fpm
50,A320,U2,EZY,0,EJU57ML,LYS,34,194,4401FA,2f7efc59,45.7181,5.0935,U24444,1,OPO,OE-IVW,N/A,1678635123,0,0 ft,0 ft,34 kts,194°,0 fpm
51,A320,U2,EZY,0,EZY67EJ,CPH,3,22,40622B,2f7efd5c,55.6251,12.6557,U28265,1,LGW,G-EZTT,N/A,1678635124,0,0 ft,0 ft,3 kts,22°,0 fpm
52,A320,EC,EZY,34000,EJU9916,BER,480,50,440138,2f7efe72,37.3488,-6.9171,EC9916,0,TFS,OE-IZT,N/A,1678635122,0,34000 ft,340 FL,480 kts,50°,0 fpm
53,A320,U2,EZY,35000,EJU39KQ,TFS,432,247,4409C0,2f7efec3,37.8808,-1.6379,U22587,0,MXP,OE-IVA,N/A,1678635124,0,35000 ft,350 FL,432 kts,247°,0 fpm
54,A319,U2,EZY,36000,EZY58PM,LPL,348,305,406445,2f7efeee,51.6933,0.4327,U27282,0,GVA,G-EZGH,N/A,1678635124,64,36000 ft,360 FL,348 kts,305°,64 fpm
55,A20N,U2,EZY,38000,EZY63PL,EDI,336,300,407686,2f7f0045,54.1885,0.8793,U26912,0,MUC,G-UZHR,N/A,1678635121,64,38000 ft,380 FL,336 kts,300°,64 fpm
56,A20N,U2,EZY,38000,EZY67NY,LGW,479,17,407687,2f7f017c,39.6269,-9.53,U28682,0,ACE,G-UZHS,N/A,1678635123,0,38000 ft,380 FL,479 kts,17°,0 fpm
57,A320,U2,EZY,38025,EJU79GQ,MAN,344,281,44015A,2f7f0339,51.544,0.9946,U22921,0,MXP,OE-IJD,N/A,1678635122,0,38025 ft,380 FL,344 kts,281°,0 fpm
58,A320,U2,EZY,36000,EJU54ZQ,BER,482,30,440309,2f7f03ee,38.949,-7.8788,U25926,0,ACE,OE-IZD,N/A,1678635124,0,36000 ft,360 FL,482 kts,30°,0 fpm
59,A320,U2,EZY,26025,EJU42PH,GVA,410,61,4401D1,2f7f06c6,45.0804,4.3656,U21460,0,OPO,OE-IND,N/A,1678635122,-960,26025 ft,260 FL,410 kts,61°,-960 fpm
60,A320,U2,EZY,5525,EJU79NT,ORY,258,322,440062,2f7f07db,48.6609,2.9897,U24294,0,VCE,OE-IVF,N/A,1678635124,-960,5525 ft,5525 ft,258 kts,322°,-960 fpm
61,A20N,U2,EZY,16800,EZS28FH,RAK,317,256,4B0281,2f7f081e,47.4668,7.0067,U21159,0,BSL,HB-AYR,N/A,1678635122,2560,16800 ft,168 FL,317 kts,256°,2560 fpm
62,A320,U2,EZY,400,EJU72JQ,LPL,127,265,440CA9,2f7f08be,53.334,-2.842,U27046,0,CDG,OE-IZN,N/A,1678635120,-192,400 ft,400 ft,127 kts,265°,-192 fpm
63,A320,U2,EZY,34025,EJU19RG,BRU,325,322,440051,2f7f0914,48.912,7.5725,U21645,0,NCE,OE-IVD,N/A,1678635123,0,34025 ft,340 FL,325 kts,322°,0 fpm
64,A319,U2,EZY,1450,EJU69UP,MXP,138,348,440065,2f7f096f,45.5788,8.7478,U22762,0,BCN,OE-LQZ,N/A,1678635123,-704,1450 ft,1450 ft,138 kts,348°,-704 fpm
65,A21N,U2,EZY,12150,EZY831U,GLA,307,337,4078EF,2f7f09e9,55.4659,-3.7854,U2405,0,BRS,G-UZMI,N/A,1678635122,-1280,12150 ft,121 FL,307 kts,337°,-1280 fpm
66,A20N,U2,EZY,38000,EJU82XR,AMS,441,27,440C38,2f7f0c29,44.9412,-0.9028,U27958,0,AGP,OE-LSJ,N/A,1678635121,0,38000 ft,380 FL,441 kts,27°,0 fpm
67,A319,U2,EZY,31875,EZY62XC,LGW,352,299,406442,2f7f0ce0,51.2102,3.1577,U28471,0,GVA,G-EZGE,N/A,1678635124,-1024,31875 ft,318 FL,352 kts,299°,-1024 fpm
68,A320,U2,EZY,38050,EJU19HP,CDG,373,268,440219,2f7f0ce8,49.7745,7.3102,U23816,0,KRK,OE-IZJ,N/A,1678635121,64,38050 ft,380 FL,373 kts,268°,64 fpm
69,A320,U2,EZY,7075,EZY369K,BFS,305,31,406666,2f7f0cf0,54.503,-6.1197,U2833,0,LGW,G-EZUL,N/A,1678635122,-896,7075 ft,7075 ft,305 kts,31°,-896 fpm
70,A20N,U2,EZY,37000,EZY3AV,TLV,524,140,4072C7,2f7f0dd2,47.7483,10.0792,U21827,0,MAN,G-UZHA,N/A,1678635123,-64,37000 ft,370 FL,524 kts,140°,-64 fpm
71,A320,U2,EZY,11675,EJU97YN,CDG,307,209,4400B9,2f7f0dd9,49.3947,3.5855,U23826,0,CPH,OE-IVN,N/A,1678635123,-960,11675 ft,116 FL,307 kts,209°,-960 fpm
72,A319,U2,EZY,31875,EZY65WC,VRN,488,103,400E5B,2f7f0e3e,45.7599,8.378,U28451,0,LGW,G-EZAY,N/A,1678635123,-960,31875 ft,318 FL,488 kts,103°,-960 fpm
73,A320,U2,EZY,5575,EJU79XU,BER,258,29,440090,2f7f0e4d,52.3613,13.937,U25536,0,ORY,OE-IVL,N/A,1678635123,-1536,5575 ft,5575 ft,258 kts,29°,-1536 fpm
74,A319,U2,EZY,2825,EZY595R,GLA,144,230,400D91,2f7f0fb0,55.9546,-4.2767,U2887,0,LGW,G-EZAG,N/A,1678635122,-704,2825 ft,2825 ft,144 kts,230°,-704 fpm
75,A319,U2,EZY,37025,EJU93ZH,NAP,523,157,440CFF,2f7f1056,44.0507,12.3048,U24892,0,AMS,OE-LVG,N/A,1678635121,64,37025 ft,370 FL,523 kts,157°,64 fpm
76,A320,U2,EZY,37000,EJU51ZN,RAK,431,206,4401DC,2f7f1083,42.1364,-2.1006,U23869,0,CDG,OE-IZQ,N/A,1678635122,64,37000 ft,370 FL,431 kts,206°,64 fpm
77,A320,U2,EZY,35000,EZY51XU,PFO,522,136,406668,2f7f10e3,49.1131,10.5651,U21973,0,MAN,G-EZUN,N/A,1678635124,0,35000 ft,350 FL,522 kts,136°,0 fpm
