origin_airport;destination_airport_icao;destination_airport_iata;destination_airport_name;destination_airport_shortName;destination_airport_municipalityName;destination_airport_location;destination_airport_countryCode;daily_flights
LIRN;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;1.29
LIRN;LFMN;NCE;Nice-Côte d'Azur, Nice;Côte d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;1.29
LIRN;HESH;SSH;Sharm el Sheikh, Sharm el Sheikh;Sharm el Sheikh;;{'lat': 27.9773, 'lon': 34.395};EG;1.29
LIRN;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;0.86
LIRN;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;0.71
LIRN;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.43
LIRN;EGPH;EDI;Edinburgh, Edinburgh;Edinburgh;;{'lat': 55.95, 'lon': -3.372499};GB;0.29
LIRN;LFLL;LYS;Lyon Saint-Exupéry, Lyon;Saint-Exupéry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;0.29
LIRP;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.29
LIRP;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;0.71
LIRP;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;0.57
LIRP;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;0.29
LKPR;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;4.57
LKPR;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;2.57
LKPR;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;2.14
LKPR;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.14
LKPR;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;0.57
LKPR;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;0.57
LKPR;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.43
LKPR;LPPR;OPO;Francisco de Sá Carneiro, Porto;Francisco de Sá Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;0.29
LLBG;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;4.86
LLBG;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;4.29
LLBG;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;3.71
LLBG;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;3.17
LLBG;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;2.72
LLBG;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;1.14
LLBG;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;0.86
LLBG;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.43
LLBG;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;0.43
LLBG;LFMN;NCE;Nice-Côte d'Azur, Nice;Côte d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;0.29
LMML;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;3.0
LMML;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;1.0
LPFR;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;4.86
LPFR;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;3.43
LPFR;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;1.86
LPFR;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;1.71
LPFR;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;1.71
LPFR;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;1.71
LPFR;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;1.71
LPFR;EGPF;GLA;Glasgow, Glasgow;Glasgow;;{'lat': 55.8719, 'lon': -4.43306};GB;0.71
LPFR;EGGP;LPL;Liverpool John Lennon, Liverpool;John Lennon;Liverpool;{'lat': 53.3336, 'lon': -2.84972};GB;0.71
LPFR;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;0.71
LPFR;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;0.57
LPFR;EGAA;BFS;Belfast, Belfast;Belfast;;{'lat': 54.6575, 'lon': -6.215829};GB;0.29
LPFR;LFLL;LYS;Lyon Saint-Exupéry, Lyon;Saint-Exupéry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;0.29
LPFR;LFRS;NTE;Nantes Atlantique, Nantes;Atlantique;Nantes;{'lat': 47.1532, 'lon': -1.61073};FR;0.29
LPMA;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;12.0
LPMA;LPPR;OPO;Francisco de Sá Carneiro, Porto;Francisco de Sá Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;5.43
LPMA;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.15
LPMA;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;1.29
LPMA;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;0.57
LPMA;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;0.57
LPMA;LFLL;LYS;Lyon Saint-Exupéry, Lyon;Saint-Exupéry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;0.43
LPMA;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;0.29
LPPR;LEMD;MAD;Adolfo Suárez Madrid–Barajas, Madrid;Adolfo Suárez –Barajas;Madrid;{'lat': 40.4936, 'lon': -3.56676};ES;10.45
LPPR;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;9.44
LPPR;LPMA;FNC;Madeira, Funchal;Madeira;Funchal;{'lat': 32.6979, 'lon': -16.7745};PT;6.71
LPPR;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;5.43
LPPR;ELLX;LUX;Luxembourg-Findel, Luxembourg;Findel;Luxembourg;{'lat': 49.6266, 'lon': 6.21152};LU;5.43
LPPR;LSZH;ZRH;Kloten, Zurich;Kloten;Zurich;{'lat': 47.4647, 'lon': 8.549169};CH;3.43
LPPR;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;2.81
LPPR;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;2.43
LPPR;LFLL;LYS;Lyon Saint-Exupéry, Lyon;Saint-Exupéry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;2.14
LPPR;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;1.86
LPPR;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;1.57
LPPR;LFRS;NTE;Nantes Atlantique, Nantes;Atlantique;Nantes;{'lat': 47.1532, 'lon': -1.61073};FR;1.29
LPPR;LFBO;TLS;Toulouse-Blagnac, Toulouse-Blagnac;Toulouse-Blagnac;;{'lat': 43.6291, 'lon': 1.363819};FR;1.29
LPPR;LFBD;BOD;Bordeaux-Mérignac, Bordeaux/Mérignac;Bordeaux-Mérignac;Bordeaux/Mérignac;{'lat': 44.8283, 'lon': -0.715556};FR;1.15
LPPR;LFMN;NCE;Nice-Côte d'Azur, Nice;Côte d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;1.0
LPPR;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;0.86
LPPR;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;0.71
LPPR;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;0.43
LPPR;LFRN;RNS;Rennes-Saint-Jacques, Rennes/Saint-Jacques;Rennes-Saint-Jacques;Rennes/Saint-Jacques;{'lat': 48.0695, 'lon': -1.734789};FR;0.43
LPPR;LKPR;PRG;Ruzyn, Prague;Ruzyn;Prague;{'lat': 50.1008, 'lon': 14.26};CZ;0.29
LPPS;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;0.29
LPPT;LEMD;MAD;Adolfo Suárez Madrid–Barajas, Madrid;Adolfo Suárez –Barajas;Madrid;{'lat': 40.4936, 'lon': -3.56676};ES;19.0
LPPT;LPMA;FNC;Madeira, Funchal;Madeira;Funchal;{'lat': 32.6979, 'lon': -16.7745};PT;12.0
LPPT;LEBL;BCN;Barcelona, Barcelona;Barcelona;;{'lat': 41.2971, 'lon': 2.078459};ES;10.57
LPPT;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;7.71
LPPT;LIMC;MXP;Malpensa, Milan;Malpensa;Milan;{'lat': 45.6306, 'lon': 8.72811};IT;6.58
LPPT;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;6.43
LPPT;LFPG;CDG;Charles de Gaulle, Paris;Charles de Gaulle;Paris;{'lat': 49.0128, 'lon': 2.549999};FR;6.01
LPPT;LSZH;ZRH;Kloten, Zurich;Kloten;Zurich;{'lat': 47.4647, 'lon': 8.549169};CH;6.0
LPPT;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;4.29
LPPT;ELLX;LUX;Luxembourg-Findel, Luxembourg;Findel;Luxembourg;{'lat': 49.6266, 'lon': 6.21152};LU;3.43
LPPT;LFML;MRS;Marseille Provence, Marseille;Provence;Marseille;{'lat': 43.43927, 'lon': 5.221424};FR;3.43
LPPT;LEBB;BIO;Bilbao, Bilbao;Bilbao;;{'lat': 43.3011, 'lon': -2.910609};ES;3.14
LPPT;LFLL;LYS;Lyon Saint-Exupéry, Lyon;Saint-Exupéry;Lyon;{'lat': 45.7264, 'lon': 5.090829};FR;3.01
LPPT;LEVC;VLC;Valencia, Valencia;Valencia;;{'lat': 39.4893, 'lon': -0.481624};ES;3.0
LPPT;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;2.86
LPPT;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;2.86
LPPT;LIME;BGY;Orio al Serio, Bergamo;Orio al Serio;Bergamo;{'lat': 45.6739, 'lon': 9.70417};IT;2.86
LPPT;LFBO;TLS;Toulouse-Blagnac, Toulouse-Blagnac;Toulouse-Blagnac;;{'lat': 43.6291, 'lon': 1.363819};FR;2.72
LPPT;LFMN;NCE;Nice-Côte d'Azur, Nice;Côte d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;2.44
LPPT;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;2.29
LPPT;LFBD;BOD;Bordeaux-Mérignac, Bordeaux/Mérignac;Bordeaux-Mérignac;Bordeaux/Mérignac;{'lat': 44.8283, 'lon': -0.715556};FR;1.87
LPPT;LFRS;NTE;Nantes Atlantique, Nantes;Atlantique;Nantes;{'lat': 47.1532, 'lon': -1.61073};FR;1.87
LPPT;LFOB;BVA;Paris Beauvais Tillé, Beauvais/Tillé;Paris Beauvais Tillé;Beauvais/Tillé;{'lat': 49.4544, 'lon': 2.11278};FR;1.86
LPPT;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;1.14
LPPT;LFSB;BSL;Euro Basel-Mulhouse-Freiburg, Bâle/Mulhouse;Euro Basel-Mulhouse-Freiburg;Bâle/Mulhouse;{'lat': 47.5896, 'lon': 7.52991};FR;1.0
LPPT;GCLP;LPA;Gran Canaria, Gran Canaria Island;Gran Canaria;Gran Canaria Island;{'lat': 27.9319, 'lon': -15.386599};ES;1.0
LPPT;GCTS;TFS;Tenerife South, Tenerife Island;Tenerife South;Tenerife Island;{'lat': 28.0445, 'lon': -16.5725};ES;1.0
LPPT;EGPH;EDI;Edinburgh, Edinburgh;Edinburgh;;{'lat': 55.95, 'lon': -3.372499};GB;0.86
LPPT;EGBB;BHX;Birmingham, Birmingham;Birmingham;;{'lat': 52.4539, 'lon': -1.748029};GB;0.57
LPPT;LFRN;RNS;Rennes-Saint-Jacques, Rennes/Saint-Jacques;Rennes-Saint-Jacques;Rennes/Saint-Jacques;{'lat': 48.0695, 'lon': -1.734789};FR;0.43
LPPT;GCFV;FUE;Fuerteventura, Fuerteventura Island;Fuerteventura;Fuerteventura Island;{'lat': 28.4527, 'lon': -13.8638};ES;0.29
LPPT;LPPS;PXO;Porto Santo, Vila Baleira;Porto Santo;Vila Baleira;{'lat': 33.0734, 'lon': -16.35};PT;0.29
LSGG;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;11.43
LSGG;EHAM;AMS;Amsterdam Schiphol, Amsterdam;Schiphol;Amsterdam;{'lat': 52.3086, 'lon': 4.763889};NL;7.14
LSGG;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;7.0
LSGG;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;6.57
LSGG;EBBR;BRU;Brussels, Brussels;Brussels;;{'lat': 50.9014, 'lon': 4.484439};BE;6.29
LSGG;LEMD;MAD;Adolfo Suárez Madrid–Barajas, Madrid;Adolfo Suárez –Barajas;Madrid;{'lat': 40.4936, 'lon': -3.56676};ES;6.0
LSGG;LPPR;OPO;Francisco de Sá Carneiro, Porto;Francisco de Sá Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;5.71
LSGG;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;5.0
LSGG;LEBL;BCN;Barcelona, Barcelona;Barcelona;;{'lat': 41.2971, 'lon': 2.078459};ES;4.86
LSGG;LFMN;NCE;Nice-Côte d'Azur, Nice;Côte d'Azur;Nice;{'lat': 43.6584, 'lon': 7.215869};FR;4.29
LSGG;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;4.14
LSGG;EKCH;CPH;Copenhagen Kastrup, Copenhagen;Kastrup;Copenhagen;{'lat': 55.6179, 'lon': 12.656};DK;4.14
LSGG;EGBB;BHX;Birmingham, Birmingham;Birmingham;;{'lat': 52.4539, 'lon': -1.748029};GB;3.0
LSGG;LIRF;FCO;Leonardo da Vinci–Fiumicino, Rome;Leonardo da Vinci–Fiumicino;Rome;{'lat': 41.8045, 'lon': 12.2508};IT;2.72
LSGG;EGPH;EDI;Edinburgh, Edinburgh;Edinburgh;;{'lat': 55.95, 'lon': -3.372499};GB;2.57
LSGG;EGGP;LPL;Liverpool John Lennon, Liverpool;John Lennon;Liverpool;{'lat': 53.3336, 'lon': -2.84972};GB;2.43
LSGG;LFPO;ORY;Paris-Orly, Paris;Orly;Paris;{'lat': 48.7253, 'lon': 2.35944};FR;2.29
LSGG;ESSA;ARN;Stockholm-Arlanda, Stockholm;Arlanda;Stockholm;{'lat': 59.6519, 'lon': 17.9186};SE;2.29
LSGG;LFBD;BOD;Bordeaux-Mérignac, Bordeaux/Mérignac;Bordeaux-Mérignac;Bordeaux/Mérignac;{'lat': 44.8283, 'lon': -0.715556};FR;2.14
LSGG;LFRS;NTE;Nantes Atlantique, Nantes;Atlantique;Nantes;{'lat': 47.1532, 'lon': -1.61073};FR;2.0
LSGG;GMMX;RAK;Menara, Marrakech;Menara;Marrakech;{'lat': 31.6069, 'lon': -8.036299};MA;1.71
LSGG;BKPR;PRN;Priština, Prishtina;Priština;Prishtina;{'lat': 42.5728, 'lon': 21.0358};KS;1.71
LSGG;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;1.57
LSGG;LEMG;AGP;Málaga, Málaga;Málaga;;{'lat': 36.6749, 'lon': -4.49911};ES;1.29
LSGG;LIRN;NAP;Naples, Nápoli;Naples;Nápoli;{'lat': 40.886, 'lon': 14.2908};IT;1.29
LSGG;LLBG;TLV;Ben Gurion, Tel Aviv Yafo;Ben Gurion;Tel Aviv Yafo;{'lat': 32.0114, 'lon': 34.8867};IL;1.14
LSGG;LEAL;ALC;Alicante, Alicante;Alicante;;{'lat': 38.2822, 'lon': -0.558156};ES;1.0
LSGG;EGHH;BOH;Bournemouth, Bournemouth;Bournemouth;;{'lat': 50.78, 'lon': -1.842499};GB;1.0
LSGG;LHBP;BUD;Budapest Ferenc Liszt, Budapest;Ferenc Liszt;Budapest;{'lat': 47.4369, 'lon': 19.255598};HU;1.0
LSGG;LFBO;TLS;Toulouse-Blagnac, Toulouse-Blagnac;Toulouse-Blagnac;;{'lat': 43.6291, 'lon': 1.363819};FR;1.0
LSGG;EGAA;BFS;Belfast, Belfast;Belfast;;{'lat': 54.6575, 'lon': -6.215829};GB;0.86
LSGG;LEST;SCQ;Santiago de Compostela, Santiago de Compostela;Santiago de Compostela;;{'lat': 42.8963, 'lon': -8.41514};ES;0.86
LSGG;EGHI;SOU;Southampton, Southampton;Southampton;;{'lat': 50.9503, 'lon': -1.356799};GB;0.86
LSGG;EGPF;GLA;Glasgow, Glasgow;Glasgow;;{'lat': 55.8719, 'lon': -4.43306};GB;0.71
LSGG;LYBE;BEG;Belgrade Nikola Tesla, Belgrade;Nikola Tesla;Belgrade;{'lat': 44.8184, 'lon': 20.3091};RS;0.57
LSGG;HEGN;HRG;Hurghada, Hurghada;Hurghada;;{'lat': 27.1783, 'lon': 33.7994};EG;0.57
LSGG;LFQQ;LIL;Lille-Lesquin, Lille/Lesquin;Lille-Lesquin;Lille/Lesquin;{'lat': 50.5619, 'lon': 3.08944};FR;0.57
LSGG;EGNT;NCL;Newcastle, Newcastle upon Tyne;Newcastle;Newcastle upon Tyne;{'lat': 55.0375, 'lon': -1.691669};GB;0.57
LSGG;LKPR;PRG;Ruzyn, Prague;Ruzyn;Prague;{'lat': 50.1008, 'lon': 14.26};CZ;0.57
LSGG;LEZL;SVQ;Sevilla, Seville;Sevilla;Seville;{'lat': 37.418, 'lon': -5.893109};ES;0.57
LSGG;GCTS;TFS;Tenerife South, Tenerife Island;Tenerife South;Tenerife Island;{'lat': 28.0445, 'lon': -16.5725};ES;0.57
LSGG;GMAD;AGA;Al Massira, Agadir;Al Massira;Agadir;{'lat': 30.325, 'lon': -9.413069};MA;0.43
LSGG;LFRN;RNS;Rennes-Saint-Jacques, Rennes/Saint-Jacques;Rennes-Saint-Jacques;Rennes/Saint-Jacques;{'lat': 48.0695, 'lon': -1.734789};FR;0.43
LSGG;LWSK;SKP;Skopje Alexander the Great, Skopje;Alexander the Great;Skopje;{'lat': 41.9616, 'lon': 21.6214};MK;0.43
LSGG;LATI;TIA;Tirana   Mother Teresa, Tirana;Mother Teresa;Tirana;{'lat': 41.4147, 'lon': 19.7206};AL;0.43
LSGG;OJAQ;AQJ;Aqaba King Hussein, Aqaba;King Hussein;Aqaba;{'lat': 29.6116, 'lon': 35.0181};JO;0.29
LSGG;LIBR;BDS;Brindisi – Salento, Brindisi;– Salento;Brindisi;{'lat': 40.6576, 'lon': 17.947};IT;0.29
LSGG;LICC;CTA;Catania-Fontanarossa, Catania;Fontanarossa;Catania;{'lat': 37.4668, 'lon': 15.066399};IT;0.29
LSGG;DTNH;NBE;Enfidha - Hammamet, Enfidha;Hammamet;Enfidha;{'lat': 36.075832, 'lon': 10.438611};TN;0.29
LSGG;GCFV;FUE;Fuerteventura, Fuerteventura Island;Fuerteventura;Fuerteventura Island;{'lat': 28.4527, 'lon': -13.8638};ES;0.29
LSGG;LEPA;PMI;Palma De Mallorca, Palma De Mallorca;Palma De Mallorca;;{'lat': 39.5517, 'lon': 2.73881};ES;0.29
LSGG;LIPZ;VCE;Venice Marco Polo, Venice;Marco Polo;Venice;{'lat': 45.5053, 'lon': 12.3519};IT;0.29
LSGG;EGPD;ABZ;Aberdeen Dyce, Aberdeen;Dyce;Aberdeen;{'lat': 57.2019, 'lon': -2.197779};GB;0.14
LSGG;GCLP;LPA;Gran Canaria, Gran Canaria Island;Gran Canaria;Gran Canaria Island;{'lat': 27.9319, 'lon': -15.386599};ES;0.14
LSGG;HESH;SSH;Sharm el Sheikh, Sharm el Sheikh;Sharm el Sheikh;;{'lat': 27.9773, 'lon': 34.395};EG;0.14
LSZH;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;9.43
LSZH;LPPT;LIS;Lisbon Portela, Lisbon;Portela;Lisbon;{'lat': 38.7813, 'lon': -9.135919};PT;6.43
LSZH;LPPR;OPO;Francisco de Sá Carneiro, Porto;Francisco de Sá Carneiro;Porto;{'lat': 41.2481, 'lon': -8.681389};PT;3.57
LSZH;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;1.86
LSZH;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.71
LTAI;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;1.71
LTAI;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.14
LTAI;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;1.0
LTAI;EGGP;LPL;Liverpool John Lennon, Liverpool;John Lennon;Liverpool;{'lat': 53.3336, 'lon': -2.84972};GB;0.14
LTBS;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;0.29
LTBS;EGGW;LTN;London Luton, London;Luton;London;{'lat': 51.8747, 'lon': -0.368333};GB;0.29
LTBS;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;0.29
LXGB;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;1.0
LXGB;EGCC;MAN;Manchester, Manchester;Manchester;;{'lat': 53.3537, 'lon': -2.27495};GB;0.57
LXGB;EGGD;BRS;Bristol, Bristol;Bristol;;{'lat': 51.3827, 'lon': -2.719089};GB;0.29
LYBE;;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;0.57
OJAQ;LSGG;GVA;Geneva Cointrin, Geneva;Cointrin;Geneva;{'lat': 46.2381, 'lon': 6.10895};CH;0.43
OJAQ;EDDB;BER;Berlin Brandenburg, Berlin;Brandenburg;Berlin;{'lat': 52.35139, 'lon': 13.493889};DE;0.29
OJAQ;EGKK;LGW;London Gatwick, London;Gatwick;London;{'lat': 51.1481, 'lon': -0.190277};GB;0.29
